id,lat,lon,brand
357299672,46.2922381,7.8903445,Shell
357299691,46.2938618,7.9010155,Tamoil
357299708,46.2944104,7.9066116,BP
357312943,46.3075376,7.9648005,Tamoil
357329286,46.3230361,7.9882038,BP
357561863,47.5762647,7.5729973,Avia
362795202,47.4258408,8.5478098,Shell
362798141,47.4310129,8.5442164,Avia
363884758,46.6917902,7.6673644,Ruedi Rüssel
363928734,46.9479904,10.3666863,SOCAR
363928741,46.9482689,10.366381,Migrol
363928771,46.9430137,10.358665,Migrol
364961808,47.4307159,9.636319,Agip
364961811,47.4307962,9.6358483,Shell
364961818,47.4311469,9.6345378,Avia
365933996,47.1281481,7.9973817,Coop
366112327,47.4438846,7.5983011,Migrol
366785529,46.0180619,8.9619278,Eni
368286682,47.4821318,8.2124349,Migrol
370171694,46.7266256,7.1354198,Agrola
370319481,46.456019,9.7907105,Socar
370382413,46.4658751,6.836337,Shell
370440105,47.0119027,6.9761983,Shell
370661427,47.5075392,7.7212426,Shell
370661435,47.5075596,7.7208992,Shell
370683552,46.6116215,7.0615383,Charmettes
370683555,46.6112522,7.0617905,Agip
370746834,47.4595255,8.3854725,Avia
370940073,46.20651,6.1095787,Shell
371009114,47.5183128,8.5927268,Migrol
371216706,46.9465199,7.3850241,Shell
373004907,46.0118935,8.9597563,Tamoil
373280989,47.1708686,8.0992783,Agrola
373802828,46.2323808,9.1029127,Eni
374188679,47.4911174,8.5033648,Avia
377012210,47.4117175,8.4558201,Migrol
378854352,46.6912023,6.9100826,Tamoil
378876538,46.6874474,6.9071126,Agrola
379083000,46.6153891,7.0520955,BP
379559846,47.1231221,7.9940004,Shell
385677191,46.8227681,7.3408107,Tamoil
385677192,46.8230213,7.3407193,Migrol
385677199,46.8426041,7.3479641,Avia
387439306,47.2627821,7.700883,Rudi Rüssel
388110913,47.4282005,8.275488,Coop
388120351,47.4173263,8.2724217,Ruedi Rüssel
389611796,46.6759669,7.8657367,Tamoil
391376413,47.1039244,7.6607198,Agrola
392016059,46.5975316,7.9072725,Avia
400879398,46.0278265,8.9192002,Eni
401610876,47.3479425,8.3476132,Avia
407913989,47.5127502,8.5431018,BP
409482527,47.1995404,7.5812798,eni
410725357,46.5715008,6.8263704,BP
411567767,47.4146182,9.3399466,Avia
412098237,47.31862,7.8032333,Coop
412723837,46.4670912,6.8361039,Migrol
412739768,46.1670717,9.0013866,Socar
412772914,46.4547571,6.8550841,Eni
